paper_url,paper_name,paper_year,Abstract,Keywords,PMID
https://www.ncbi.nlm.nih.gov/pubmed/41114941,Joint physical custody and attachment in early childhood: A scoping review of the research landscape.,2025,"An increasing number of children grow up in joint physical custody (JPC), prompting interest in how this arrangement affects their development. Particularly, questions about the impact of JPC on early attachment development have placed young children at the forefront of scholarly attention. Yet, no systematic synthesis of research has examined attachment development in young children living in JPC, nor is there a comprehensive examination of how this research has been conducted. Thus, the present scoping review identifies and systematically compiles all available research on attachment of young children in JPC. Despite frequent references to attachment theory in the literature on JPC, only 10 studies explicitly grounded in attachment theory were found, revealing a much thinner evidence base than often assumed. These studies vary widely in forms of JPC, sample characteristics, and methodologies, and their findings are inconsistent. This heterogeneity likely reflects both societal changes over the past 3 decades, of relevance for JPC, and a diversity in how attachment theory is interpreted and applied. Theoretical differences have in turn shaped study designs, methodologies, and conclusions, ultimately influencing how attachment in young children in JPC is conceptualized and assessed. Furthermore, most research emphasizes behavioral outcomes rather than children's inner experiences, limiting our understanding of attachment processes. The review highlights these challenges and proposes directions for more coherent and theory-informed future research. (PsycInfo Database Record (c) 2025 APA, all rights reserved).",,41114941
https://www.ncbi.nlm.nih.gov/pubmed/41114938,A Phase 2 Trial of Protein Kinase C Iota Inhibition With the Combination of Auranofin and Sirolimus in Patients With Recurrent Ovarian Cancer.,2025,"This trial served as a proof-of-concept for whether inhibition of protein kinase C iota (PKCι) with auranofin and sirolimus provide antineoplastic effects in patients with recurrent high-grade serous ovarian cancer. This drug combination was administered to patients with recurrent high-grade serous ovarian cancer. Dosing was based on unpublished phase 1 data and consisted of auranofin 6 mg and sirolimus 5 mg both orally per day of a 28-day cycle. The primary endpoint was tumor response. Available tumor tissue was assessed for PKCι protein expression by immunohistochemistry (IHC) and PRKCI copy number by fluorescence in-situ hybridization (FISH) after the start of cancer therapy. Twenty-two patients were enrolled, and 21 were evaluable for all clinical trial endpoints. One patient was unevaluable because she did not receive a full chemotherapy cycle. No tumor responses were seen in the first 21 patients, resulting in early trial termination per a priori trial design. The median progression-free survival was 2.1 months (95% CI: 1.8-3.7). The median overall survival was 4.4 months (95% CI: 2.6-12.5). Fourteen (67%) patients had at least one grade 3 or worse adverse event. Nineteen of 21 evaluable patients had available tumor tissue, which showed the median PKCι copy number averaged per cell of 3 (range: 2 to 7), and PKCι expression (at least 1+) in all. As prescribed here, auranofin and sirolimus manifested no antineoplastic activity in patients with recurrent high-grade serous ovarian cancer that expressed PKCι.",,41114938
https://www.ncbi.nlm.nih.gov/pubmed/41114937,Peptide-based strategies for overcoming taxol-resistance in cancer therapy - a narrative review.,2025,,,41114937
https://www.ncbi.nlm.nih.gov/pubmed/41114936,"Microbial bile acid modifications: current understandings, key problems, and future perspectives.",2025,"Increasing evidence has established the gut microbiota as a central driver of BA modification. Gut microbiota is involved in extensive BA modifications through various processes, including deconjugation, 7α-dehydroxylation, oxidation, epimerization, as well as emerging pathways like re-conjugation and succinylation. This review examined these microbial transformations, delineating the specific microbial species and metabolic enzymes involved. Focusing on the association between microbial modified BAs and human physiology, we investigated the existing therapeutic strategies targeting the microbiota-BA axis. These strategies can be categorized into two main domains: regulation of microbial composition (e.g., probiotics, FMT) and BA modifications (e.g., enzyme inhibitors). BA receptors, including canonical receptors (FXR, TGR5) and non-canonical (PXR, CAR, VDR, S1PR2, RORγt) receptors, further mediated the effects of BAs on various physiological functions, such as BA homeostasis, intestinal barrier integrity, and immune responses. We also summarized emerging tools, such as reverse metabolomics, source tracking algorithms, and organoid models, which facilitated knowledge discovery of novel BA modifications and their biological roles. Collectively, this review offers a comprehensive perspective on microbial BA modifications and underscores the significant potential of the gut microbiota-BA axis for disease management.",,41114936
https://www.ncbi.nlm.nih.gov/pubmed/41114932,Evaluation of cytotoxic potential of biogenic silver nanoparticles Phytofabricated using Nerium oleander.,2025,"Green nanotechnology, the miracle of science, has paved the way to green synthesize silver nanoparticles with a wide range of applications ranging from photonics to biomedicine. The Nerium oleander aqueous leaf extract was used to biosynthesize AgNPs, which were confirmed and characterized by biophysical techniques such as UV-Vis, FTIR, XRD, and SEM, respectively. The UV-Vis revealed a maximum absorption peak at 439 nm. FTIR indicated the functional groups present in the plant that serve as reducing and capping agents. By using the XRD diffractogram and Scherrer equation, the crystalline size of the bio-synthesized nanoparticles was found to be 21.3 nm. The SEM analysis revealed the average particle size as 37-38.4 nm with spherical nanoparticles agglomerated without even distribution. In this present study, the Aillum cepa cells were treated with different concentrations of AgNPs (1 mg mL<sup>-1</sup>, 5 mg mL<sup>-1</sup>, 10 mg mL<sup>-1</sup>) along with control sets for different periods (1 and 24 h). The AgNPs have the potential to decrease the number of dividing cells and, in turn, increase the number of aberrant cells. Thus, the biogenic AgNPs caused numerous chromosomal aberrations and indicate their effect towards cytotoxicity. The dose-dependent reduction in abnormality levels (10 mg mL<sup>-1</sup>, 24 h, 47.44 ± 0.275) and increase in mitotic index (10 mg mL<sup>-1</sup>, 24 h, 56.20 ± 0.324) were recorded after the cytotoxicity assay. The results revealed numerous clastogenic and non-clastogenic aberrations. Thus, it is clear that the AgNPs bio-synthesized from the aqueous leaf extract of N. oleander have cytotoxic properties and have a wide range of applications, especially for curing cancer.",,41114932
https://www.ncbi.nlm.nih.gov/pubmed/41114930,Mother-Child Neurophysiological Synchrony Moderates the Relation Between Maternal Affect Experiences and Child Emotion Dysregulation.,2025,"The parent-child emotion regulation dynamics model posits that child emotion regulation develops in the context of the parent-child relationship across multiple levels of functioning. Such a conceptualization dovetails newer conceptualizations of psychopathology, which argue that to most effectively understand and treat psychological problems, evaluation of individual and dyadic indicators across behavioral, physiological, and neural indicators is crucial. The present study adopted this multimethod, multilevel approach to examine the interacting role of maternal affect experiences with dyadic neurophysiological processes in relation to child emotion dysregulation - a transdiagnostic risk factor for both child internalizing and externalizing psychopathology. Eighty mothers (M<sub>age</sub> = 35.97, SD = 5.46) and their school-age children (M<sub>age</sub> = 5.88, SD = 0.80; 54% girl; 46% boys) completed a dyadic stress task. Across the entire task, respiratory sinus arrythmia (RSA) and dorsolateral prefrontal cortex (dlPFC) activation were measured for both mothers and children. Mother-child temporal concordance (i.e., synchrony) was then computed for each modality. Mothers also reported on their own affect experiences and children's emotion dysregulation. In the context of positive RSA synchrony and positive left and right dlPFC synchrony, maternal positive affect experience was most strongly and negatively associated with child emotion dysregulation. Conversely, the relation between maternal positive affect and child emotion dysregulation was negative and weakest in the context of negative RSA synchrony and left dlPFC synchrony. Findings provide empirical support for the parent-child emotion regulation dynamics model, suggesting that multilevel synchrony processes have significant implications for child emotion dysregulation, a robust transdiagnostic indicator of psychopathology.",,41114930
https://www.ncbi.nlm.nih.gov/pubmed/41114929,Self-Assembled Dictamni Cortex Nanoparticles Ameliorate Psoriasis by Epigenetic Modulation of HSP90AB1 and Suppression of the Inflammatory Response.,2025,"Psoriasis, a chronic immune-mediated dermatological disease with high recurrence rates and limited therapeutic efficacy, requires novel treatment strategies. Dictamni Cortex (BXP), a traditional Chinese medicine (TCM), has demonstrated potential in alleviating psoriasis; however, its clinical application is hampered by poor water solubility and low bioavailability. It is developed infinite coordination polymer nanoparticles (BXP-Fe (III) ICPs, NB), which enhance the aqueous solubility by 95-fold and bioavailability of BXP, exerting therapeutic effect through efficient transdermal delivery. NB significantly suppresses keratinocyte hyperproliferation, inflammation, and oxidative stress in both M5 (a cocktail of cytokines)-treated human epidermal keratinocytes (HEKa) cells and imiquimod (IMQ)-induced psoriatic mice. Nascent proteomics identified heat shock protein 90 alpha family class B member 1 (HSP90AB1) as a key target downregulated by NB. It is further revealed that NB suppresses HSP90AB1 transcription by inhibiting its activator, CCCTC-binding factor (CTCF), and disrupts the HSP90AB1-CDC37 (cell division cycle 37, the co-chaperone) chaperone complex, thereby inactivating the pivotal client proteins STAT3 and Akt. Notably, NB demonstrated superior therapeutic efficacy over the canonical HSP90 inhibitor AUY922. This study highlights NB as a promising topical nanotherapy for psoriasis, integrating TCM with modern nanotechnology to overcome pharmacological limitations. The underlying molecular mechanisms of NB are elucidated through the CTCF-HSP90AB1-STAT3 axis.",,41114929
https://www.ncbi.nlm.nih.gov/pubmed/41114928,METTL10-Mediated PIAS3 Methylation Links Purine Metabolism to Gastric Cancer Progression.,2025,"Metabolic dysregulation plays a significant role in the development of gastric cancer (GC). However, the mechanisms that control this change and its impact on GC progression remain poorly understood. In this study, it is demonstrated that methyltransferase-like 10 (METTL10) is a key regulator of gastric tumor formation by enhancing purine metabolism in GC cells. It is discovered that METTL10 methylates the protein inhibitor of activated STAT3 (PIAS3) at the lysine 442 (K442) residue, which interferes with the interaction of PIAS3 with microphthalmia-associated transcription factor (MITF). As a result, the sumoylation and ubiquitination of MITF by PIAS3 are reduced, leading to MITF stabilization and activation of purine metabolism. Importantly, both the accumulation of MITF and the methylation of K442 in PIAS3 are required for the oncogenic effects of METTL10, and both factors are closely linked to poor clinical outcomes in GC. Furthermore, this study identified a compound, LZQ-02-023-01, which effectively induces the METTL10-mediated ubiquitination and degradation of MITF, thereby reducing the oncogenic activity of METTL10. The findings suggest that METTL10 plays an important role in reprogramming purine metabolism, which promotes GC, highlighting it as a potential therapeutic target for GC treatment.",,41114928
https://www.ncbi.nlm.nih.gov/pubmed/41114925,The usefulness of previous urine culture and antibiogram results in guiding empiric antibiotic selection in the emergency department.,2025,"Urinary tract infection (UTI) symptoms are common reasons for emergency department (ED) admissions. Selecting appropriate antibiotics is crucial in terms of both resistance prevention and clinical recovery. We aimed to evaluate the usefulness of urine culture (UC) and antibiogram results in guiding empiric antibiotic selection and the compatibility of prescribed antibiotics at discharge with the ED UC and antibiogram results. Patients who presented to the ED over 1-year period and had prior UC results were enrolled in study retrospectively. Patients were excluded if their ED UCs were revealed as contaminated and showed no growth, or if their previous UCs had no growth despite positive ED UC results. Patients without an antibiogram in previous positive UCs were also excluded. Antibiotics prescribed at discharge were compared with the ED and previous culture/antibiogram findings to assess for appropriateness. Eight thousand six hundred ninety-nine patients' charts were reviewed. Of the UCs, 36.2% were revealed as growth. When contamination results were excluded, growth ratio was decreased to 25.1%. The average age was 57 years. E. coli (51.3%) was the most frequently isolated pathogen. The most frequently prescribed antibiotic was cefixime. Empirically prescribed antibiotics consistency with the ED culture/antibiogram was 38%. If it had been written according to the previous culture/antibiogram result, it could have increased the consistency up to 64.8%. Using previous UC/antibiogram results to choose appropriate empiric antibiotics for UTIs may provide increased accuracy in selecting the appropriate empirical antibiotic for one in every four patients without new UC/antibiogram results.",,41114925
https://www.ncbi.nlm.nih.gov/pubmed/41114924,Clinical and laboratory predictors of 28-day survival and neurologic outcome in out-of-hospital cardiac arrest: A prospective cohort study.,2025,"Despite advances in prehospital and in-hospital management, only a small proportion of out-of-hospital cardiac arrest (OHCA) patients achieve survival with favorable neurological outcomes. To identify clinical factors and laboratory parameters predictive of short-term survival and favorable neurological outcomes in OHCA. This prospective, observational cohort enrolled consecutive adults with OHCA transported by emergency medical services to the emergency department (ED) of Haseki Training and Research Hospital (Istanbul) from May 2023 to 2024. Prehospital variables, ED clinical assessments, and admission laboratory parameters were recorded. Primary outcomes were return of spontaneous circulation (ROSC), 28-day survival, and neurological status at 28 days, assessed by the Cerebral Performance Category. Multivariable logistic regression was used to identify independent predictors of 28-day survival. Of the 327 patients, 41 (12.5%) survived to 28 days. Survivors were younger and more frequently had an initial shockable rhythm, prehospital defibrillation, and shorter no-flow time. On admission, they had higher pH and bicarbonate, and lower lactate. Among survivors, favorable neurological outcomes were associated with younger age, shorter no-flow time, shockable rhythm, and prehospital defibrillation. Independent predictors of 28-day survival included younger age, higher arterial pH, shockable rhythm, arrest outside the home, shorter no-flow duration, prehospital defibrillation, and absence of early vasopressor requirement. Prehospital endotracheal intubation (ETI) was not associated with improved survival compared with supraglottic airway. Shorter no-flow time, shockable rhythm, and prehospital defibrillation were strongly associated with survival and favorable neurological outcomes in OHCA. Admission arterial pH was the most informative laboratory predictor of short-term survival.",,41114924
https://www.ncbi.nlm.nih.gov/pubmed/41114922,Comprehensive analysis of KLHL35 expression and its prognostic value in cancer: implications for colorectal cancer diagnosis and therapy.,2025,,,41114922
https://www.ncbi.nlm.nih.gov/pubmed/41114915,"The Effect of Football Derbies on Emergency Department Visits: Evidence from Turkey, 2024.",2025,"We aimed to investigate the effects of football derbies in Turkey on emergency department (ED) visits. We retrospectively analyzed patients who visited the ED of a training and research hospital in Turkey between January 1 and December 31, 2024. We evaluated four football derby days and four normal weekend days for comparison. We defined three time periods: 6 h before match start, 2 h during the match, and 12 h after the match. We recorded patients' demographic and clinical information and classified ED visit diagnoses into 6 main categories. We included 8,353 ED visits (4,207 normal days; 4,146 derby days). We found a statistically significant difference in visit distribution between derby days and normal days according to diagnosis categories (p < 0.001). Despite a 1.45% decrease in total visits on derby days, we observed a disproportionate increase in trauma and other external cause diagnoses (a 4.5% increase), respiratory system diseases (an 8.4% increase), and cardiovascular diseases (a 1.8% increase). Being a derby day increased the probability of trauma diagnoses by 29.7% (p < 0.001). Increasing age reduced this probability by 0.6%, being female reduced it by 12%, and pre-match time period increased it by 33% (p < 0.05 for all). We observed a 6% increase in trauma-related visits among women on derby days (p = 0.010). Football derby matches affect ED visit patterns, particularly trauma diagnoses, respiratory diseases, and cardiovascular diseases. The increase in trauma diagnoses relates to the presence or absence of derby, time period, gender, and age. Women's trauma-related visits increased on derby days. We recommend considering these findings in ED resource planning and public health policies.","Humans, Turkey, Emergency Service, Hospital, Male, Female, Retrospective Studies, Adult, Soccer, Young Adult, Adolescent, Middle Aged, Athletic Injuries, Emergency Room Visits",41114915
https://www.ncbi.nlm.nih.gov/pubmed/41114911,Integrative multi-omics and causal inference reveal periodontal ligament cell-macrophage crosstalk under orthodontic force.,2025,"Orthodontic tooth movement requires synchronized mechanoadaptive and osteoimmune interactions, yet molecular pathways linking mechanical forces to immune-mediated bone remodeling remain incompletely characterized. This study aimed to elucidate molecular drivers and dissect cell crosstalk under orthodontic force, with a focus on their immunoregulatory consequences. This study combined in vitro compressive loading of human periodontal ligament (PDL) cells with transcriptomic/proteomic profiling, and in vivo single-cell RNA sequencing of alveolar bone macrophages from murine orthodontic models. Mendelian randomization (MR) analysis leveraged genetic instruments from transcriptome-wide (n = 31,684), proteome-wide (n = 35,559), and immune trait genome-wide association studies (n = 3,757). The two-phase framework first identified mechanoresponsive molecular signatures across omics layers, then established causal links to immune cell dynamics through MR. Transcriptomic and proteomic analyses of PDL cells under compressive force revealed LBH upregulation and TGF-β pathway activation and collagen disassembly, evidenced by COL1A1/COL2A1 downregulation. Single-cell RNA sequencing identified Cd40<sup>+</sup> macrophages enriched in IL-17 signaling. MR causally linked PDL-derived molecular changes to CD40<sup>+</sup> monocyte dynamics: LBH (OR = 0.860, P = 0.019) reduced CD40<sup>+</sup> monocyte prevalence, while COL2A1 (OR = 1.115-1.133, P = 0.010) elevated CD40 expression in monocytes. Orthodontic forces induce transcriptional reprogramming and proteomic remodeling in PDL cells, which drive CD40 signaling in monocytes through mechano-immunological coupling. These adaptations activate Cd40<sup>+</sup> macrophages, ultimately redefining orthodontic bone remodeling as a mechano-driven stromal-immune partnership essential for tooth movement.","Periodontal Ligament, Humans, Macrophages, Tooth Movement Techniques, Animals, Mice, Transcriptome, Proteomics, Bone Remodeling, Gene Expression Profiling, Genome-Wide Association Study, Cell Communication, Multiomics",41114911
https://www.ncbi.nlm.nih.gov/pubmed/41114910,"Gut health management in livestock: roles of probiotics, prebiotics, and synbiotics in growth, immunity, and microbiota modulation.",2025,"Gut health is increasingly recognized as vital in both human and veterinary medicine. A balanced gut microbiota in domestic animals supports health, growth, and productivity. Probiotics (beneficial live microbes), prebiotics (non-digestible components that feed probiotic bacteria), and synbiotics (a combination of both) are emerging as effective dietary supplements for enhancing gut function and overall performance. Probiotics strengthen the gut barrier, suppress harmful microbes, and regulate immunity. Prebiotics selectively boost beneficial bacteria, whereas synbiotics improve the survival and activity of probiotics in the gut. Studies across species-including cows, pigs, poultry, sheep, and goats-have highlighted various benefits to using probiotics, prebiotics, and synbiotics. These additives have been shown to improve milk yield, weight gain, immune function, and meat and egg quality while reducing disease incidence and enhancing nutrient absorption. However, challenges remain in selecting effective strains, determining optimal dosages, and ensuring cost-efficiency and regulatory compliance. Despite these hurdles, probiotics, prebiotics, and synbiotics represent promising tools for improving animal welfare and farm productivity. Continued research is essential to maximize their potential and support a more sustainable and resilient livestock industry.","Animals, Probiotics, Synbiotics, Prebiotics, Livestock, Gastrointestinal Microbiome",41114910
https://www.ncbi.nlm.nih.gov/pubmed/41114909,Altered endoplasmic reticulum stress response in non-infectious neuronal cytoplasmic inclusions in the brain of an aged dog.,2025,"Eosinophilic neuronal cytoplasmic inclusions in dogs are typically associated with viral infections such as rabies (Negri bodies), but may also occur as age-related, incidental findings in humans and animals, including dogs. Here, we characterize non-infectious eosinophilic neuronal cytoplasmic inclusions resembling Negri bodies in the brain of a 15-year-old female Pinscher dog that presented with disorientation, circling to the left, instability, pedaling, hypersalivation, and episodic loss of consciousness. The dog was euthanized due to the severity of its neurologic signs. Histopathology and immunohistochemistry for a panel of neurodegenerative, stress, and infectious markers (glial fibrillary acid protein [GFAP], ionized calcium binding adaptor molecule 1 [IBA-1], neurofilament, glucose-regulated protein 78 [GRP78], glucose-regulated protein 94 [GRP94], inositol-requiring enzyme 1 [IRE1], X-box binding protein [XBP1], heat shock protein 70 (HSP70), ubiquitin, alpha B-crystallin [HSPB5], microtubule-associated protein 1 A/1B-light chain [LC3], p62/SQSTM1, and rabies virus) revealed eosinophilic neuronal inclusions that immunolabelled GRP78 and GRP94, which are endoplasmic reticulum chaperones mediators of the unfolded protein response. Transmission electron microscopy identified the inclusions as aggregates of finely-granular, electron-dense material composed of packed membranes. Neuronal cytoplasmic inclusions in this dog represent accumulations of proteins and activation of endoplasmic reticulum chaperones GRP78 and GRP94, suggesting a limited or ineffective unfolded protein response, but their association with neurologic signs needs further investigation.","Animals, Female, Dogs, Brain, Inclusion Bodies, Dog Diseases, Endoplasmic Reticulum Stress, Neurons, Aging, Endoplasmic Reticulum Chaperone BiP",41114909
https://www.ncbi.nlm.nih.gov/pubmed/41114908,"""Have Scientists Done Enough?"" Community Perspectives on Gene Drive-Modified Mosquitoes for Malaria Control in Northern Uganda: A Mixed-Methods Study.",2025,"Gene-drive modified mosquitoes (GDMMs) offer a novel strategy for malaria control by genetically altering mosquito populations to reduce transmission. We assessed public awareness, attitudes, and factors influencing acceptance of GDMMs in Northern Uganda. This mixed-methods study included both quantitative and qualitative components. In the quantitative survey, 301 participants were recruited through multistage stratified sampling. Data were collected using a structured questionnaire guided by the Health Belief Model (HBM) and Theory of Planned Behaviour (TPB). Attitudes were measured using a 5-point Likert scale and categorized into favourable or unfavourable. A favourable attitude was defined as a positive disposition towards GDMMs; a high subjective norm score reflected strong perceived social support. Poisson regression was used to identify factors independently associated with acceptance, reported as adjusted prevalence ratios (aPRs), 95% confidence intervals and p-values. For the qualitative component, we conducted 22 in-depth interviews, which were analysed thematically using Atlas ti. 9. Of 301 participants, 169 (56.1%) were male, with a median age of 35 years (interquartile range [IQR]: 29-42). Only 60 (19.9%) were aware of GDMMs, mainly through social media (48.3%). Acceptance was reported by 193 participants (64.1% [95% CI: 58.4-69.5]). Overall, 129 (42.9%) participants had a favourable attitude, 102 (33.9%) had a high subjective norm score, and 101 (33.6%) had a high perceived behavioural control score. Independent predictors of GDMM acceptance included favourable attitude (aPR: 1.25, 95% CI: 1.05-1.49, p = 0.013), high subjective norm score (aPR: 1.28, 95% CI: 1.08-1.51, p = 0.004), and high perceived behavioural control (aPR: 1.23 [95% CI: 1.05-1.46, p = 0.013). Qualitative findings revealed three themes: limited awareness, facilitators (e.g., perceived benefits, trust in authorities, safety assurances), and barriers (e.g., environmental and ethical concerns). Despite low awareness, most participants supported GDMMs for malaria control. Acceptance was strongly influenced by attitudes, social norms, and behavioural control. Our findings underscore the relevance of HBM and TPB constructs particularly attitudes, social norms, and behavioural control in shaping public acceptance of emerging vector control technologies. Future implementation should integrate behavioural change models to address concerns, improve trust, and enhance adoption.","Humans, Uganda, Male, Female, Adult, Malaria, Health Knowledge, Attitudes, Practice, Animals, Mosquito Control, Gene Drive Technology, Surveys and Questionnaires, Mosquito Vectors, Middle Aged, Young Adult, Qualitative Research, Adolescent",41114908
https://www.ncbi.nlm.nih.gov/pubmed/41114901,Outcomes of additional chemotherapy for esophageal squamous cell carcinoma following non-curative endoscopic submucosal dissection.,2025,"Pathological T1a-muscularis mucosa with lymphovascular invasion and T1b-submucosa are high-risk factors for lymph node metastasis in esophageal squamous cell carcinoma (ESCC). Esophagectomy and chemoradiotherapy are recommended following endoscopic submucosal dissection (ESD) but can lead to complications. Here, we evaluated the efficacy and safety of chemotherapy following ESD. This prospective and retrospective study included patients with pathological T1a-muscularis mucosa with lymphovascular invasion or T1b-submucosa who underwent esophageal ESD between June 2006 and August 2023, followed by chemotherapy or chemoradiotherapy. The overall survival, cause-specific survival, recurrence-free survival, hospitalization period, and the occurrence of grade ≥ 3 adverse events were compared between the chemotherapy and chemoradiotherapy groups. The patient and tumor characteristics and pathological findings did not significantly differ between the chemotherapy (n = 16) and chemoradiotherapy (n = 15) groups. The 5-year overall and recurrence-free survival rates were significantly higher in the chemotherapy group than in the chemoradiotherapy group (100.0% vs. 77.8%, P < 0.001 and 92.3% vs. 84.9%, P = 0.007, respectively; log-rank test). The 5-year cause-specific survival rate did not significantly differ between groups (100.0% vs. 83.3%, P = 0.14, log-rank test). The hospitalization period was significantly shorter in the chemotherapy group than in the chemoradiotherapy group (34 vs. 48 days, P < 0.001). Grade ≥ 3 adverse events occurred in 4 (25.0%) and 11 (73.3%) patients in the chemotherapy and chemoradiotherapy groups, respectively. Chemotherapy is a safe and effective additional treatment for ESCC (pathological T1a-muscularis mucosa with lymphovascular invasion or T1b-submucosa) after ESD.",,41114901
https://www.ncbi.nlm.nih.gov/pubmed/41114895,A non-contact blood pressure measurement method based on face video.,2025,"Blood pressure is an essential indicator of cardiovascular health in the human body, and regular and accurate blood pressure measurement is essential for preventing cardiovascular diseases. The emergence of photoplethysmography (PPG) and the advancement of machine learning offers new opportunities for noninvasive blood pressure measurement. This paper proposes a non-contact method for measuring blood pressure using face video and machine learning. This method extracts facial remote photoplethysmography (RPPG) signals from face video captured by a camera, and enhances the signal quality of RPPG through a set of filtering processes. The blood pressure regression model is constructed using the extreme gradient boosting tree (XGBoost) method to estimate blood pressure from RPPG signals. This approach achieved accurate blood pressure measurement, with a measurement error of 4.8893 ± 6.6237 mmHg for systolic pressure and 4.0805 ± 5.5821 mmHg for diastolic pressure. Experimental results show that this method fully complies with the American Medical Instrumentation Association (AAMI).Our proposed method has minor errors in predicting the systolic and diastolic blood pressures and achieves grade A evaluation for both systolic and diastolic blood pressures according to the British Hypertension Society (BHS) standards.",,41114895
https://www.ncbi.nlm.nih.gov/pubmed/41114892,Using data for novel discoveries in neuro-oncology research.,2025,,,41114892
https://www.ncbi.nlm.nih.gov/pubmed/41114890,Prevention of pain and oral mucositis in patients undergoing chemotherapy through the use of a high-energy light source: A randomized clinical study.,2025,"Purpose This study aimed to clinically evaluate the high-energy light-emitting device (Germinator) in preventing pain and oral mucositis in patients undergoing chemotherapy. Methods Sixty patients were selected, being randomly divided into two groups(n = 30), according to preventive protocol: G1(Lasertherapy)-conventional low-intensity red laser protocol; G2(Germinator)-protocol with high-energy light-emitting device. Before and after these protocols, the pain and oral mucositis degrees were recorded by visual analog scale(VAS) for pain and World Health Organization(WHO) classification for oral mucositis. The VAS was used to assess pain symptoms, where 0 represented the absence of pain and 10 the highest pain score. The oral mucositis scoring was performed according to the WHO classification: grade 0(none), grade I(oral soreness, erythema), grade II(oral erythema, ulcers, solid and liquid diet tolerated), grade III(oral ulcers, liquid diet only), and grade IV(oral alimentation impossible). Statistical analysis was performed by Mann-Whitney U test(α = 5%), in order to provide the intergroup comparison. Results The median (interquartile range-IQR) of pain score was 0.0(0.0-2.0) for G1 group(Lasertherapy), whereas it was 0.0(0.0-2.0) for G2 group(Germinator), revealing no statistically significant differences (p > 0.05). The median(minimum and maximum value) of the oral mucositis score was 0.0(0.0-1.0) for G1 group(Lasertherapy), whereas it was 0.0(0.0-1.0) for G2 group(Germinator), also revealing no statistically significant differences (p > 0.05). Both treatments proved equally effective in preventing and controlling these symptoms in patients undergoing chemotherapy, recognizing that no statistically significant difference was found between the two preventive modalities. Conclusions The high-energy light-emitting device(Germinator) appears promising in preventing pain and oral mucositis in patients undergoing chemotherapy.","Humans, Stomatitis, Male, Female, Middle Aged, Adult, Low-Level Light Therapy, Pain Measurement, Aged, Antineoplastic Agents, Pain",41114890
https://www.ncbi.nlm.nih.gov/pubmed/41114889,Comparative study of the fitness of Tetranychus urticae Koch (Acari: Tetranychidae) on two Apple cultivars and timing control using the age-stage two-sex life table analysis.,2025,"Tetranychus urticae Koch (Acari: Tetranychidae) is a significant pest for crops. Life history and population growth projection for T. urticae were conducted on apple cultivars Gala and Golden Delicious under controlled conditions of 26 ± 1 °C, 70 ± 5% humidity, and a photoperiod of 16:8 (L: D) hours. The 0.025th and 0.975th percentile confidence intervals for T. urticae population parameters and survival rates were determined using the bootstrap resampling technique with 100,000 resamples, and differences were fitted via the paired bootstrap method. The developmental durations and pre-adult survival rates of T. urticae were similar for both cultivars. However, female fecundity was higher on the Gala cultivar, averaging 59.71 eggs per female, compared to 39.01 eggs on Golden Delicious. The Gala cultivar showed the highest values for R<sub>0</sub> (41.80 offspring), r (0.2127 day⁻¹), and λ (1.2370 day⁻¹), while the Golden Delicious had lower values (23.40 offspring, 0.1690 day⁻¹, and 1.1841 day⁻¹, respectively). This indicates that T. urticae has better fitness on the Gala cultivar than on Golden Delicious. Projection models for ten T. urticae eggs over 60 days indicate potential population increases to 174 on Gala and 66 on Golden Delicious without control measures. However, under controlled conditions, populations remained below 20 individuals on both cultivars. Integrating life table data with the age-stage structure of both sexes reveals optimal timings for population management. Future studies will improve the understanding of T. urticae interactions with host plants and abiotic factors, leading to more accurate conclusions.","Animals, Tetranychidae, Malus, Female, Male, Life Tables, Fertility, Longevity, Tick Control, Larva, Nymph, Genetic Fitness",41114889
https://www.ncbi.nlm.nih.gov/pubmed/41114888,Detection of enteric pathogens in young children before and during acute gastroenteritis: results from a prospective German birth cohort study (LoewenKIDS).,2025,"To identify enteric pathogens in pediatric acute gastroenteritis (AGE) and assess their etiological relevance by comparison with samples during asymptomatic period. Children < 2 years of age (n = 89) were prospectively enrolled as part of the population-based birth cohort LoewenKIDS. Asymptomatic stool samples were collected regularly, and symptomatic samples were collected after the occurrence of > 3 loose stools and/or one vomiting in 24 h. Intraindividual pairs of symptomatic and preceding asymptomatic samples for each child were analyzed for 25 enteric pathogens via multiplex real-time RT-PCR. Enteric viruses were detected in 64% (57/89) of symptomatic samples and significantly associated with gastrointestinal symptoms (Odds Ratio [OR] 3.9; 95% Confidence Interval [CI] 2.1-7.3). The most common viruses in AGE were norovirus (Genogroups GI and GII) (36%, 32/89) and adenovirus (27%, 24/89). Bacteria were detected in 46% (41/89) of symptomatic samples and 43% (38/89) of asymptomatic ones, with no association to symptoms (OR 1.1; 95% CI 0.6-2). The most common bacteria in AGE were Enteropathogenic Escherichia coli (28%, 25/89) and Clostridium difficile (16%, 14/89). Dientamoeba fragilis was the only detected parasite in AGE (7%, 6/89), and was not associated with symptoms (OR 1.4; 95% CI 0.4-5.5). Pathogen loads in symptomatic and asymptomatic pairs correlated with symptoms for norovirus GII, astrovirus and sapovirus (each p < 0.01), but not for other pathogens. This study supports the clinical significance of detection of viral pathogens in young children with acute gastroenteritis and without relevant comorbidities in high-income countries, but limits the significance of enteric bacterial and parasitic pathogens detection, partly due to constraints in their specific identification. Clinicaltrials.Gov Identifier: NCT02654210.",,41114888
